user_id,item_id
947,2054 2402 2646 1376 1615 2297 1030 790 3142 584
948,1279 3013 3409 3423 2862 1223 184 3269 1638 472
949,1831 640 1583 584 1223 3529 3022 1956 2980 2564
950,1223 1279 3269 1316 2557 3153 472 3529 1583 1505
951,584 1039 2745 2980 2757 1956 169 36 2732 2626
952,1039 1831 3694 3022 208 2603 2129 1211 3053 3046
953,2688 573 618 3409 2510 3423 3013 2067 620 1638
954,3022 584 640 2980 1039 1583 1831 2210 2297 2732
955,1086 331 2757 398 2342 2194 3238 2603 1211 2468
956,1315 1858 472 1057 1840 1543 1279 166 530 2528
957,472 1583 1039 2256 3013 2980 3409 584 3529 169
958,1223 3013 3409 1831 2564 640 1316 476 1583 1543
959,1379 1658 872 166 1184 1807 790 467 3516 2261
960,472 2256 1956 3692 1001 476 3142 2630 1337 3528
961,1315 1811 2528 3013 2402 1615 2054 1316 3402 3600
962,2745 476 3418 2129 2646 183 1211 1913 2222 1505
963,169 2646 1831 2768 1315 1471 1808 2626 2757 2210
964,3677 2281 3022 1186 1711 452 584 1536 784 1848
965,1401 1736 853 2688 911 104 1190 3473 465 3022
966,472 1315 2646 1583 2054 1039 3022 1615 1223 584
967,2297 1039 640 463 512 2630 1811 1211 1615 2256
968,2603 3022 2745 1583 476 2297 3694 1039 1216 1560
969,3022 640 584 1831 2980 2603 2757 3529 463 2745
970,3022 584 2980 3677 1086 1039 2068 3298 2603 1211
971,472 1583 3013 1315 463 2402 36 3153 3423 3409
972,1583 1223 3013 1039 36 1279 584 3409 169 463
973,472 1223 1560 640 3409 1583 1316 3529 2297 2564
974,989 124 463 2387 2076 3423 1633 1583 1592 1950
975,1315 1223 3013 1279 2054 1615 36 184 2862 1057
976,1039 3529 2980 2210 2757 472 36 169 476 1211
977,2256 2732 3022 1583 3013 169 1223 2603 2688 3423
978,1811 2980 1956 2646 2256 1039 2636 463 3529 1223
979,2054 2528 2646 1057 1615 1811 169 2980 1840 2402
980,1316 2210 2603 512 169 3153 2256 2745 2510 476
981,1279 3013 2862 184 472 169 3423 3409 3022 36
982,2603 3382 2745 569 2210 3022 2256 1354 465 3066
983,1560 1223 36 779 2510 1583 1354 1279 2862 3022
984,1543 989 3529 463 3409 2297 1811 528 512 1916
985,3534 3677 2626 1546 3053 212 2874 183 1510 2237
986,2732 2402 1376 1315 3692 36 3013 3418 3142 1583
987,2636 1186 2281 2335 3529 2774 784 1762 3701 1543
988,1956 584 1811 1039 1086 3677 2646 1211 1711 646
989,1615 3367 3600 3529 796 3350 883 382 3402 69
990,3013 1223 2297 2688 1316 3022 3529 2862 640 512
991,1315 1057 2646 361 863 467 37 1840 1379 3116
992,1279 3013 3151 1223 1316 796 3409 2557 1638 772
993,3409 2862 1560 1223 3013 1543 1316 169 1583 2297
994,1315 472 2054 1057 2732 37 3142 3059 3692 922
995,2297 1583 640 169 2732 1039 1811 2980 3529 2210
996,1279 2862 184 1638 1315 2474 3409 741 796 3668
997,2732 472 3418 2980 1039 1376 1315 169 3692 584
998,3013 3269 184 472 1638 3409 3151 406 2474 1316
999,584 2980 169 1039 2297 1956 183 1186 2281 1831
1000,2603 2210 1583 2297 2757 3409 3694 2630 1039 2980
1001,3022 1583 2210 472 1831 2402 3215 1546 1102 1315
1002,584 2297 169 1831 2980 2757 331 512 2626 2342
1003,790 3656 922 1315 1341 37 361 3448 1057 1382
1004,2297 2646 584 1560 3022 1583 2980 1811 2054 169
1005,640 584 1583 2210 1039 2757 3694 3529 1956 2603
1006,1223 1560 989 3529 1543 2862 1831 1583 1337 124
1007,3013 2564 3272 2862 3694 2210 1505 1337 208 3424
1008,472 1223 1583 2732 1831 2314 1337 2510 512 3272
1009,2732 3022 1223 1583 1039 2054 1615 2646 169 36
1010,2862 2557 3529 1543 732 3013 1505 320 3151 2474
1011,2757 36 331 1078 463 543 1546 2784 3473 2338
1012,1560 3013 1543 1316 1315 1831 3529 1583 2564 2297
1013,1186 169 2119 512 1808 1811 3609 1309 2528 2862
1014,3022 2732 584 2256 2603 1831 1583 2980 1560 640
1015,584 1831 1039 640 2980 2757 2342 1211 331 2603
1016,3022 2980 1039 1376 2646 3529 1030 1057 1001 1304
1017,3022 2980 584 2297 2646 640 1583 1811 472 1831
1018,2370 467 863 3474 3059 2774 1371 3677 1341 3692
1019,573 618 620 3659 3409 601 375 1354 512 2556
1020,1811 169 2732 1315 3022 3677 2636 2297 2054 2256
1021,2370 2402 2054 863 3474 2774 2646 1831 1371 2256
1022,2817 169 640 2646 2980 463 36 1211 2210 1746
1023,3022 2646 1337 3694 802 208 3534 2630 1044 2194
1024,1315 2646 3022 2054 2732 1039 2297 1615 1057 472
1025,204 1186 1811 1543 2054 169 1279 1583 3151 3409
1026,2603 3022 2745 1354 2980 2342 2256 1216 2510 1300
1027,472 3022 1583 2980 2646 1615 584 1376 3529 3418
1028,2335 2636 584 1956 1615 1848 2784 2587 183 1315
1029,3022 1039 584 1186 406 1279 3529 2732 1223 463
1030,1279 1186 2732 512 2256 2297 1638 3151 796 2054
1031,584 1039 2980 640 3418 1956 2646 1186 36 3529
1032,1956 2732 331 2342 3529 398 463 476 2468 1546
1033,1315 2054 1543 2256 1615 790 1057 2732 2862 3402
1034,463 1543 3350 169 3151 2474 3600 1590 2128 3694
1035,1831 2210 3694 2630 2342 2331 1211 2732 1030 944
1036,584 3529 1039 3677 2402 1615 1337 2281 246 512
1037,1315 3013 1543 1560 2054 406 124 3409 382 2646
1038,2732 1811 472 1315 2054 2402 3022 2980 3142 922
1039,640 3022 2646 36 2054 2366 398 2331 2664 512
1040,472 2862 1560 3529 463 3600 1858 3367 1615 989
1041,472 1223 3013 1583 1316 3529 640 2297 1831 1543
1042,472 2732 512 1315 3677 2528 1615 2054 584 1223
1043,1223 1560 36 2688 1505 2510 1030 2534 1858 528
1044,476 640 2222 584 2745 650 1809 2342 1490 785
1045,512 1039 169 640 1615 3153 1186 2564 1858 1956
1046,2732 3692 3142 922 2528 1057 2673 3059 1615 1102
1047,2054 3116 472 1057 2646 1858 530 2402 1678 2308
1048,2256 1315 2732 169 2054 1811 3022 1615 1223 1560
1049,1956 2757 463 2626 2646 2784 1337 3053 3473 3238
1050,331 398 1337 1086 2331 2338 1510 2768 2237 802
1051,3423 3269 2862 1543 1279 184 28 1638 2265 1316
1052,584 1039 2297 3418 169 1956 472 2256 2757 36
1053,2402 2054 790 1887 1057 2732 1615 2646 3116 863
1054,472 1811 2256 2402 3677 2732 2281 467 246 2774
1055,652 184 3151 1279 3367 2474 2165 3557 3269 3668
1056,472 1316 3013 1543 1223 2862 3409 1315 3529 1615
1057,3692 3142 1315 3059 2256 2370 863 3656 1615 2664
1058,863 2370 2920 472 3059 476 2732 3022 1030 1086
1059,472 1583 3529 2297 1831 463 2980 584 640 3022
1060,1315 2256 1831 1316 2564 2054 476 3529 2732 2646
1061,1956 3529 1039 2210 463 331 1086 476 1337 2342
1062,2732 2980 584 1223 2054 2646 3529 463 3409 1811
1063,2732 2281 183 1315 2342 2745 2402 2664 1328 182
1064,166 3438 1193 3116 2466 1379 1765 1615 3325 3535
1065,2054 1840 166 1615 472 3669 2308 2528 3231 2402
1066,3022 1039 2980 1583 2732 2626 183 3677 2768 2342
1067,1354 601 3382 2603 569 1560 2745 169 1223 3022
1068,2342 169 119 3262 732 214 1510 1086 3408 2664
1069,1316 246 2402 2370 3013 2256 2564 1831 1543 1811
1070,472 2603 640 2688 584 3409 2980 2840 569 2402
1071,3423 3269 1638 138 3151 2474 1615 2510 3367 3600
1072,1615 2402 1057 2646 2732 790 3402 1887 1184 3059
1073,3529 2297 3692 1223 36 3059 2327 1337 863 3153
1074,2980 2068 1811 2210 3529 1223 2402 2757 476 2564
1075,1583 1811 1831 989 1086 1560 3367 2402 452 1858
1076,472 1583 3013 1316 2862 463 1560 2688 3153 640
1077,138 2980 2646 463 2603 3238 785 3013 1078 1545
1078,2402 1223 1543 790 1615 3402 1560 1057 3116 3656
1079,2402 1376 3692 790 1615 1887 1543 3059 2327 922
1080,3409 1543 2688 512 2256 3537 1279 2564 3692 36
1081,132 3142 3692 922 1057 1859 790 2933 2828 1102
1082,169 3022 584 2297 1583 2732 1039 3298 512 2335
1083,1811 2297 512 169 204 1316 3677 2636 1615 1956
1084,472 3423 1543 1223 3269 1316 1279 3409 36 3153
1085,3409 3013 1223 1316 1560 2564 2688 382 3153 3423
1086,472 2732 1315 1811 2646 169 2980 2402 1057 1583
1087,3013 472 1316 1223 2862 3529 2564 1560 1583 124
1088,472 640 2256 1831 1583 2732 3022 2297 2980 1223
1089,3529 3269 2054 1315 1592 2327 2664 463 2564 69
1090,584 3409 1543 476 1560 3423 2664 2745 1211 2342
1091,2980 3022 584 640 1831 1811 472 2757 2054 183
1092,472 2402 1315 3013 1583 1615 1543 790 2256 2646
1093,2980 2297 1583 398 1039 2342 3238 2603 1211 476
1094,640 2603 3022 1583 36 2210 1831 3013 1039 1223
1095,169 3298 2862 2297 3022 1583 3000 1811 3409 1543
1096,3022 584 2603 1039 1831 169 1956 2745 2757 3529
1097,3022 640 1831 2210 2342 2626 1211 2468 2745 2331
1098,2732 3022 2256 1583 2603 2980 3418 1039 36 2402
1099,640 1316 3013 2256 2564 1543 2402 1811 2370 3409
1100,2688 3066 1039 398 2908 512 3110 1510 1736 601
1101,1668 1543 124 1858 2862 3367 3350 184 3013 1223
1102,584 1956 1086 1211 2338 1044 944 2745 2468 2366
1103,1505 707 3537 463 1859 2557 1376 1583 790 1657
1104,584 1039 1831 169 2745 1560 1354 1956 3409 1223
1105,2603 463 119 3013 2688 2501 944 1960 2862 1018
1106,1223 2256 2402 2862 1615 1858 2528 1811 3402 2664
1107,584 1039 640 2980 1831 2732 2757 1811 2646 512
1108,2402 3059 1887 1315 3474 3656 1341 1615 1811 2327
1109,1583 2297 2210 1956 476 463 169 2402 2630 2342
1110,472 169 1956 463 2646 1615 1223 2256 3013 1543
1111,1583 2297 1543 2474 124 2980 2606 3367 989 2387
1112,2757 331 1086 2980 398 463 1617 1044 2338 1337
1113,1583 3529 640 1831 463 2980 2210 2732 1223 2862
1114,2402 989 1543 863 2774 3529 1615 1223 3402 463
1115,3409 2862 512 1543 169 1560 472 1316 2256 3000
1116,3022 2297 640 2732 2646 1211 183 2664 1086 1337
1117,452 646 1471 3489 339 2732 951 2256 1775 2297
1118,3022 169 1186 584 2335 2297 2732 1583 3677 3298
1119,3013 472 989 1560 584 1039 2314 1916 476 2366
1120,640 472 2980 1831 584 2732 2256 2210 2646 2757
1121,465 2688 1166 1197 2732 3409 3544 472 868 2666
1122,2054 1615 1057 2732 1840 790 1543 2256 2646 3402
1123,2980 1039 2626 1001 1831 2956 452 2757 3528 2541
1124,472 1315 1379 2732 2256 2528 1057 1376 132 3142
1125,36 1583 2862 1505 3022 3423 1039 463 2510 1279
1126,640 1583 584 463 3409 2630 3694 3013 2688 1956
1127,1858 1592 3367 796 1615 2474 3350 790 883 3402
1128,3409 2603 2784 3022 2510 1583 1354 3013 2862 1223
1129,2054 1315 1615 1376 3692 1811 2646 1583 1223 3059
1130,472 1583 3529 3013 2732 463 3423 2297 2862 584
1131,584 3022 2646 472 2732 2757 1086 3529 3677 1510
1132,922 2828 1102 1057 2673 3423 790 494 1887 3131
1133,3000 2119 512 1279 974 452 1070 584 2128 2556
1134,463 790 2256 2732 2664 94 1341 1315 69 2210
1135,2862 1279 1583 1560 36 184 3022 3423 1638 169
1136,584 2757 2468 1546 2194 1248 2501 1078 2745 16
1137,472 1376 2402 2732 3692 3142 2054 1102 3059 2980
1138,2165 3298 974 2119 2688 204 1811 3409 1583 1069
1139,3013 36 472 3423 1316 1638 2510 1505 618 3153
1140,1583 472 3013 36 3409 169 1279 1543 2297 1039
1141,584 1956 1583 331 1039 398 1617 3529 1211 2194
1142,3013 3269 2862 1223 1638 1543 3151 3668 741 406
1143,1315 2402 2054 3677 467 2636 2732 1887 863 452
1144,1279 3151 406 3269 3423 2474 2862 3668 3409 2070
1145,1315 1615 472 512 3529 1186 1057 3677 463 640
1146,3022 169 2732 1583 2297 1039 1560 2603 1223 2256
1147,3382 2840 569 465 335 2409 3110 791 781 1270
1148,989 1223 3409 1560 2564 3272 2617 2005 3365 1166
1149,472 1583 1337 2210 1560 246 989 3013 2402 1086
1150,472 2297 2774 2980 1848 1615 512 246 1315 1001
1151,2980 584 640 3022 1811 2297 1956 1039 2732 2646
1152,472 1811 2402 2256 863 2732 3474 2054 2774 3059
1153,3022 2297 2603 2757 2626 169 3418 2630 2745 2342
1154,2757 1617 2501 2331 2745 1039 1861 2613 1211 2050
1155,3529 2862 1560 3153 2564 3423 124 512 584 2314
1156,472 1583 3013 2732 1223 584 640 2664 1543 1316
1157,2402 1315 2054 1811 3402 3116 790 1615 863 1887
1158,3298 1811 204 169 1186 2636 512 3677 2281 1315
1159,472 989 3013 3529 1583 463 3409 124 2564 1811
1160,124 3600 1858 1583 2564 382 1831 1337 528 2646
1161,1583 2862 36 2210 3694 2076 208 1039 1030 3022
1162,3013 1223 3409 3423 1543 36 1279 1316 3529 3269
1163,2732 3022 1583 1039 2256 2297 3418 1315 1376 2054
1164,1186 184 1315 3022 2165 2862 1039 3557 2528 3151
1165,3269 3409 618 1638 3013 3537 796 779 375 620
1166,2688 2603 3022 1583 2784 640 573 2630 36 584
1167,1316 2862 472 3529 3409 3153 463 2564 1560 528
1168,1831 208 1044 1078 1746 2745 1510 2732 3046 2129
1169,472 2402 1315 2054 863 790 37 3402 3142 1057
1170,1039 1583 1956 331 2630 208 3529 1546 2194 293
1171,472 2402 2054 1315 1887 3692 1615 3142 2327 2664
1172,3474 2732 3677 2370 2646 2774 1711 2281 3256 188
1173,472 3013 1279 2862 3423 184 36 3269 3151 132
1174,472 124 3600 989 1858 528 382 3529 1668 3367
1175,640 1583 2068 2297 2617 584 1811 3272 2402 2980
1176,2862 1543 472 3013 3409 1223 1316 2557 36 772
1177,1223 1560 3269 69 2534 2054 790 3125 3692 1968
1178,3013 3423 1223 1543 2862 132 36 1376 2732 3692
1179,1039 2980 640 1956 2210 2626 169 2630 1211 1078
1180,1811 2636 2335 663 1536 59 1848 1762 452 2763
1181,2732 472 3022 1583 2980 2256 1811 1039 1376 1315
1182,1039 2980 1831 2745 2630 3418 3529 331 2784 36
1183,331 3529 1086 463 2210 1211 1617 512 1811 2646
1184,3692 922 2673 2732 1379 1057 1887 1658 1428 1341
1185,3022 1039 1583 2297 2603 2210 2626 2732 2342 2630
1186,3022 1583 1039 2297 2732 36 640 472 2603 3418
1187,1315 132 3692 3059 3142 1379 220 1102 2673 3231
1188,3677 1711 784 3022 452 1289 646 3696 517 1762
1189,3131 3269 2256 2510 3418 1859 2402 829 1560 3125
1190,2210 2757 3694 208 1211 2342 1086 2630 1809 1223
1191,472 1316 3409 3529 2564 1583 463 2862 1831 36
1192,1223 3013 1543 3409 1560 1316 2862 1315 1858 3367
1193,3022 2732 472 1583 2297 1039 2980 2054 169 2646
1194,2980 584 1811 472 1831 1956 3022 2297 2646 246
1195,1039 169 584 3423 463 1223 1279 640 1186 2603
1196,1583 2862 1543 1337 331 2314 2688 2757 1811 124
1197,2603 476 1354 640 36 779 2210 2510 3694 717
1198,3013 3529 1316 1543 463 36 2402 2054 3153 640
1199,601 1216 1401 2127 2068 1736 2119 2541 3159 493
1200,3529 1583 2054 1223 2297 1316 640 3013 1615 1039
1201,472 1315 2402 1811 863 1887 37 467 2256 3656
1202,1560 1543 3367 2646 3116 3013 3600 3402 2297 3628
1203,1583 3529 2732 2297 3013 1223 2528 3269 2664 3151
1204,2732 1039 3529 2646 2256 1223 1956 2054 3013 476
1205,1371 863 790 2054 467 989 2327 3656 3059 1382
1206,3022 2688 493 584 2068 2210 2840 3473 3159 1583
1207,36 463 1543 1505 2862 1337 1030 1831 3423 2297
1208,472 2732 1376 3692 2054 3142 2673 2256 1811 3418
1209,1583 1811 1831 3529 2256 640 2297 2402 1316 463
1210,640 3529 2342 1337 2054 1223 1560 3013 1086 3327
1211,1746 166 1039 463 1583 36 790 2732 621 1023
1212,646 784 512 1762 1374 339 1536 1725 2763 2063
1213,1223 36 1316 1505 1560 2862 3153 476 1638 2564
1214,584 3677 2281 2636 1956 1315 2054 472 1186 452
1215,640 472 3694 1583 2210 802 2617 1030 1039 2757
1216,3423 1279 2862 573 796 1543 2474 1186 3537 2557
1217,1560 1223 3013 3409 1354 2603 3022 1831 1583 36
1218,2646 2210 331 512 1086 2630 2745 183 1746 3238
1219,472 2732 1583 1039 3022 1315 36 2980 2054 2646
1220,1039 472 36 3529 1956 183 2646 463 1376 2510
1221,3668 2070 2646 2528 1560 3231 1223 3013 2466 3116
1222,472 2862 1279 1315 2732 36 1583 3269 2402 3529
1223,3677 646 2774 2862 452 2342 183 3327 944 784
1224,1583 1811 3529 1831 2402 463 1316 2980 2774 2370
1225,584 398 2757 646 2999 3060 1711 99 1078 2335
1226,472 1057 2402 2528 2933 1376 1543 2828 3142 3692
1227,1216 3022 2603 1736 584 2688 3473 2745 2784 1078
1228,1315 2210 3529 2338 1240 398 1848 3227 208 2397
1229,1858 3367 3013 1279 1316 1560 124 3151 472 184
1230,1223 2402 1316 2054 640 1583 1560 1831 463 36
1231,472 2054 1223 3013 1316 1858 3367 2402 1615 3350
1232,3367 1615 1543 1223 2862 1279 3116 3013 3151 1316
1233,472 2402 2688 1615 3677 2664 1315 463 2281 3142
1234,1811 2636 169 204 3298 3677 3022 2297 1831 1956
1235,1315 472 1279 184 3151 1543 3423 132 652 3013
1236,2335 1811 169 204 512 2119 2281 1808 452 3677
1237,1376 472 2402 2732 2256 863 2528 2956 12 2980
1238,3022 2732 169 1811 584 1583 1039 2980 1186 3677
1239,2210 2603 1560 1583 3022 3409 476 2297 1223 3694
1240,1811 2646 2281 1711 2402 2768 452 467 1471 3529
1241,1223 1543 640 36 2256 2054 2732 989 476 1615
1242,1831 2210 3022 1583 1560 2757 3409 1223 2745 3694
1243,1543 124 2862 1316 3269 3013 1223 1315 406 1668
1244,472 2402 1315 3059 2370 3116 1887 3142 2664 790
1245,1831 640 1583 2980 3529 584 2297 246 463 2256
1246,2603 1039 2745 1086 1211 3238 476 1044 3694 3529
1247,472 3529 1223 1560 1811 1831 3409 2564 1615 1337
1248,1279 184 3423 2862 406 3151 1315 3013 1543 1223
1249,3013 3423 3409 1223 2862 36 1543 1316 2510 1279
1250,640 1583 3013 1223 3529 472 1831 1316 3409 463
1251,640 1583 2297 3022 2980 1039 2210 3529 476 1223
1252,472 2402 1315 1376 2054 3692 3142 2732 1057 132
1253,3022 584 1039 1583 1831 2603 2732 640 2980 169
1254,640 1956 1044 563 208 1248 944 3053 2646 2613
1255,132 169 3409 1615 1859 2054 2664 1316 3600 124
1256,124 3269 989 2387 1592 796 772 69 528 1315
1257,1316 472 989 2564 3272 2387 1916 2076 3423 1583
1258,472 1315 2054 3013 2646 1560 1615 3529 2297 2732
1259,472 1376 3692 1057 2673 1102 132 1379 2261 3448
1260,472 1560 1223 2646 1315 3013 2297 1831 3529 1039
1261,1848 452 1711 3298 2256 2402 2370 2732 472 1341
1262,3013 2370 3529 246 2862 2054 790 1560 463 1615
1263,640 2603 1956 2342 3694 331 208 543 3418 3238
1264,472 1583 1543 2297 3013 1315 2862 1560 3022 3529
1265,472 1811 2256 1831 2646 3677 2732 1315 2636 2980
1266,640 1811 169 1039 2757 3677 3529 2732 2256 463
1267,3694 2210 36 1583 2603 1039 2630 1505 1223 3022
1268,1379 1057 1615 2862 2402 1859 1840 406 169 2256
1269,1039 36 2980 2732 1315 1831 2297 3694 2210 3418
1270,1086 3022 398 1039 2210 1211 1044 1583 208 1809
1271,3013 1316 3409 1583 1223 2862 3529 1543 2297 463
1272,989 2862 2370 3153 3272 1811 2664 69 487 1456
1273,472 1811 2402 2376 467 2528 790 1887 2370 166
1274,1583 2256 2745 1039 1216 476 2688 3694 2646 3418
1275,1956 3022 2297 1583 1039 1086 2210 331 476 398
1276,3382 2688 472 2068 2636 3298 2402 1690 584 2774
1277,467 2732 3327 2054 1086 1510 3059 1315 2237 3256
1278,1583 169 2745 1956 2626 543 1401 2501 512 1855
1279,472 1279 3269 3423 132 184 3151 406 2528 1543
1280,2980 2688 1615 1337 2630 476 2603 2664 2256 1811
1281,472 1223 1560 3013 640 1583 2732 2054 1831 3409
1282,1831 640 2402 1223 2068 2564 2980 2732 863 3474
1283,3423 36 1316 1638 3153 3269 3529 1279 1505 618
1284,1315 2732 3022 1583 1223 169 1039 2528 1615 2054
1285,36 2603 3022 1223 1831 2210 3529 472 476 3409
1286,3022 398 2626 2342 3053 1248 1018 563 1007 1078
1287,3142 922 1859 3131 1102 2528 3418 2933 1912 3059
1288,472 2732 640 584 2256 1039 2646 1811 1956 2210
1289,1583 2297 2757 1086 802 293 331 1316 2342 398
1290,3423 2862 1543 1316 618 3269 1560 2256 3424 1505
1291,1831 584 1560 2297 3022 1956 1583 476 1039 2980
1292,1583 2980 1956 2757 2342 1078 2630 3529 331 2222
1293,1223 3409 3529 2862 640 36 1560 2297 3153 3022
1294,2210 331 398 2342 2468 1546 1086 1617 2194 476
1295,3677 2281 204 2774 1848 1471 183 3327 1615 640
1296,2732 3022 472 169 2054 1039 1615 2528 1583 584
1297,2980 1956 1039 1831 1811 472 512 3677 463 183
1298,2745 3053 1039 283 16 3049 1736 212 2194 1108
1299,1279 796 320 184 2798 1543 2474 2688 1011 1223
1300,472 1376 1315 3692 3059 863 1887 2732 246 3142
1301,2646 1379 2402 2664 1811 530 37 166 1583 3692
1302,2862 1279 1583 3423 1186 169 3013 3529 1223 3022
1303,2980 3677 467 2646 246 2281 1831 2054 863 2732
1304,3022 640 1039 2210 1956 2630 2757 1078 2745 2980
1305,1831 3022 1583 331 1039 2210 3529 398 3238 1211
1306,1831 1811 476 1186 2664 3534 1560 3435 802 182
1307,1376 2370 1315 246 3474 467 361 2261 12 1615
1308,3298 169 584 1811 2297 2636 2587 1831 2335 1186
1309,584 1039 2297 169 1956 2980 640 2210 2745 1186
1310,3022 584 2603 2688 2745 3418 2980 1831 1078 3529
1311,1315 36 1223 2297 584 1376 2664 1560 1505 790
1312,1315 36 3418 3013 1583 2402 3423 1223 2054 3692
1313,472 3529 1223 463 1316 3022 36 1560 1337 476
1314,3022 3677 2732 2626 1001 1248 2920 452 339 1861
1315,472 2402 2054 863 2370 1887 3142 922 790 1371
1316,1831 3022 1583 1956 1560 640 169 1039 3529 463
1317,3022 584 1039 2210 2630 2784 1831 2510 3409 36
1318,3022 2603 2757 2745 1583 1039 2342 1546 2732 3694
1319,3423 472 3013 2862 3269 1543 1279 1223 1316 3153
1320,3013 1543 124 1315 2054 1592 1615 463 1583 2688
1321,2528 2054 132 1057 1379 1543 1840 1615 1223 3423
1322,3474 246 863 1341 1811 2370 2402 1376 3256 188
1323,1831 2297 331 1583 2757 398 2210 2342 1617 2194
1324,472 1543 124 1316 2862 1223 3013 3529 3600 1858
1325,3022 2732 169 584 1583 1315 1039 2297 472 2256
1326,2297 1831 1039 512 3529 169 1956 3409 2210 1223
1327,1811 3677 472 2636 2281 204 1560 169 2732 2774
1328,640 584 2745 1039 2297 3418 169 1354 1510 1328
1329,3423 3409 741 3151 2474 3537 124 28 3668 1668
1330,640 1086 3238 463 293 802 1211 563 2222 2186
1331,472 2732 1315 2402 2256 3423 2528 2054 1376 1811
1332,2980 1583 1039 640 2732 2603 1831 2210 2757 2630
1333,1831 3677 1615 463 863 3656 1814 512 1186 3256
1334,3022 169 2335 1039 1956 3049 2817 3000 2587 2999
1335,3022 2646 1039 2054 169 1583 2297 584 1615 2528
1336,472 3692 1102 2732 132 1379 37 2261 2528 790
1337,1315 2646 472 169 584 1039 2732 1186 1240 1583
1338,2402 3692 922 2732 2673 3059 1102 1379 2528 37
1339,1560 1223 1831 476 36 2603 1583 3022 1039 3529
1340,3529 1543 138 463 1315 3151 3668 1316 2817 3409
1341,36 3529 1583 1505 2862 463 3423 1039 1638 640
1342,1315 1057 3059 467 166 2646 1341 1376 2370 3669
1343,1039 2297 169 2603 2630 2626 331 2342 1546 1078
1344,3022 1583 2603 1039 2297 2210 2732 1956 2630 2745
1345,1831 1956 1583 331 2342 293 208 2630 2194 1617
1346,1223 3013 331 2342 2745 1316 3238 398 2862 1086
1347,2688 573 3382 3013 2862 1354 2564 1223 1316 1560
1348,2256 2402 2732 3692 3142 3059 922 2673 1102 2261
1349,640 1560 1583 3529 1316 2603 36 463 2297 3022
1350,584 2603 640 1583 2210 2297 1831 2630 2745 2757
1351,1223 3409 2054 2862 3529 3153 1615 1583 2256 989
1352,2297 2980 2757 1039 1086 1546 2342 3053 212 1211
1353,472 3013 1543 2862 3409 463 2297 3153 2732 640
1354,1583 3022 2732 1039 2980 36 2297 3529 1315 2646
1355,472 1315 2732 2528 2054 1811 169 2402 1615 3022
1356,208 1956 2564 1316 2745 1809 2338 802 2366 2688
1357,3013 1223 1560 1638 1279 1354 3269 184 36 3668
1358,2501 36 3528 1640 463 1030 283 3692 1044 1001
1359,989 3013 476 2402 2774 124 2664 3677 2688 246
1360,3022 2603 2688 1583 2745 1216 169 2784 1354 640
1361,472 2054 1315 3692 2673 1379 863 1658 361 1428
1362,3013 36 1223 3409 3529 1583 3423 2862 1505 463
1363,169 3022 663 1808 1956 452 3489 2999 512 1848
1364,3022 1039 1831 1956 2745 331 3529 2342 2784 169
1365,584 1956 183 2256 2603 1711 1044 2054 2768 2745
1366,1223 1560 640 1831 3529 476 463 3694 1337 2210
1367,1831 640 1086 2757 331 398 2194 2210 2338 563
1368,1543 2564 2862 382 3367 3350 3423 3269 1592 1668
1369,1615 1039 3367 2564 1057 1279 3628 1030 3151 1590
1370,472 1316 1543 2256 2054 2646 2664 1337 3153 1315
1371,1560 472 2603 36 640 1583 3022 2732 2510 3529
1372,1831 3022 2297 3529 1223 2980 463 476 36 1956
1373,1583 3022 2297 1505 472 3013 2732 1223 2980 3409
1374,1583 2980 169 2757 331 512 2626 1086 398 2468
1375,3022 2980 640 584 1831 2732 472 1039 2646 2256
1376,1811 169 204 584 1039 3409 2281 1615 2732 1956
1377,1956 1831 2210 2732 1811 2342 2630 2338 3327 1746
1378,472 1223 1583 3409 2402 3022 2862 2732 584 476
1379,3367 1057 3151 1590 2070 1543 1279 2570 462 124
1380,246 467 863 3656 3256 3402 527 1382 482 989
1381,1223 1583 463 2564 124 3423 3272 382 1186 69
1382,3022 2980 584 3418 472 1811 1376 2603 640 3692
1383,472 2370 2402 467 863 3474 2256 1371 2054 2774
1384,183 2673 1001 2956 3677 2470 2054 584 472 3215
1385,472 3409 1583 463 1560 640 989 1505 2688 2297
1386,2980 3529 2468 1617 1086 3694 119 283 3238 1337
1387,472 2732 1583 3418 36 3022 1315 2054 2980 3529
1388,1316 989 1337 1583 124 790 2646 1371 2960 1382
1389,3013 2402 1315 2646 1543 467 2256 2564 3529 3116
1390,1811 472 3298 3677 2281 2335 1615 463 452 1848
1391,1039 1956 1831 2757 2745 1211 3694 476 208 1510
1392,472 3423 1315 2402 3692 1376 401 1223 169 1543
1393,3423 1223 36 2862 1638 1316 1543 3153 2510 1505
1394,2054 2528 1057 2732 1379 2402 1840 1279 1223 3013
1395,2557 3013 573 1638 3537 2488 1011 2128 3424 1039
1396,472 2402 2054 1223 1583 3013 1316 2732 2256 1543
1397,2732 3529 169 1615 1811 2054 2757 2256 1543 2402
1398,1746 1039 3694 3409 2054 802 36 650 2222 1475
1399,472 1583 463 1376 1543 2327 2774 1211 467 3528
1400,3022 1583 584 472 1315 1831 1615 3529 2603 640
1401,2402 1811 2757 1341 2617 3059 1510 2960 293 2327
1402,2054 1376 2370 3692 790 3059 863 3142 1615 1223
1403,3022 1315 1186 1376 3692 452 3528 183 184 1543
